sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,sample_formula,sample_year,measure,criteria_json
Executed,193,TAG,EXP_FUNC_ENV_PRO_EXE,Environment Protection (COFOG 705),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""35 Ministry of Environment""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""35 Ministry of Environment""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""35 Ministry of Environment""}]"
Executed,194,HEADER,EXP_FUNC_WAS_MAN_EXE,Waste Management,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,195,HEADER,EXP_FUNC_WAS_WAT_MAN_EXE,Waste Water Management,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,196,HEADER,EXP_FUNC_POL_ABA_EXE,Pollution Abatement,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,197,HEADER,EXP_FUNC_PRO_BIO_LAN_EXE,Protection Of Biodiversity And Landscape,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,198,TAG,EXP_FUNC_R&D_ENV_PRO_EXE,R&D Environmental Protection,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""35 Ministry of Environment""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""35 Ministry of Environment""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""35 Ministry of Environment""}]"
Executed,199,HEADER,EXP_FUNC_ENV_PRO_NEC_EXE,Environmental Protection N.E.C,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,200,HEADER,EXP_FUNC_FLO_PRO_EXE,Flood protection spending,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,201,HEADER,EXP_FUNC_OTH_CLI_RES_EXE,Other Climate resilience expenditures,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,203,TAG,EXP_FUNC_HOU_EXE,Housing (COFOG 706),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""28 Minister of National Housing*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,Q$1,admin1,""28 Minister of National Housing*""))",2020,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""28 Minister of National Housing*""}]"
Executed,205,HEADER,EXP_FUNC_WAT_SAN_EXE,Spending in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,206,HEADER,EXP_CROSS_CAP_EXP_WAT_SAN_EXE,Spending: Capital expenditures in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,207,HEADER,EXP_CROSS_CAP_EXP_WAT_SAN_FOR_EXE,Spending: Capital expenditures in water and sanitation (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,208,HEADER,EXP_CROSS_CAP_EXP_WAT_SAN_DOM_EXE,Spending: Capital expenditures in water and sanitation (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,209,HEADER,EXP_CROSS_SUB_WAT_SAN_EXE,Spending in subsidies in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,210,HEADER,EXP_CROSS_WAG_WAT_SAN_EXE,Spending in wages in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,211,HEADER,EXP_CROSS_CAP_MAI_WAT_SAN_EXE,Spending in capital maintenance in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,212,HEADER,EXP_CROSS_REC_MAI_WAT_SAN_EXE,Spending in recurrent maintenance in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,213,HEADER,EXP_FUNC_WAT_SAN_FOR_EXE,Spending in water and sanitation (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,215,TAG,EXP_FUNC_HEA_EXE,Health (COFOG 707),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}]"
Executed,216,TAG,EXP_CROSS_WAG_HEA_EXE,Spending in wages in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",admin1,""15 Minister of Health and Child Care""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",admin1,""15 Minister of Health and Child Care""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}]"
Executed,217,TAG,EXP_CROSS_BAS_WAG_HEA_EXE,Spending in basic wages in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""<>21110 allowances"",admin1,""15 Minister of Health and Child Care""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",econ3,""<>21110 allowances"",admin1,""15 Minister of Health and Child Care""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""econ3"", ""op"": ""<>"", ""value"": ""21110 allowances""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}]"
Executed,218,TAG,EXP_CROSS_ALL_HEA_EXE,Spending in allowances in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""21110 allowances"",admin1,""15 Minister of Health and Child Care""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",econ3,""21110 allowances"",admin1,""15 Minister of Health and Child Care""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""21110 allowances""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}]"
Executed,219,TAG,EXP_CROSS_CAP_EXP_HEA_EXE,Spending: Capital expenditures in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",type,""capital*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care"",type,""capital*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,220,TAG,EXP_CROSS_GOO_SER_HEA_EXE,Spending in Goods and services in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",econ1,""22*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care"",econ1,""22*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""22*""}]"
Executed,221,HEADER,EXP_FUNC_IMM_EXE,Spending in immunization,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,222,HEADER,EXP_FUNC_IMM_FOR_EXE,Spending in immunization (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,223,HEADER,EXP_FUNC_HEA_FOR_EXE,Spending in health (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,224,HEADER,EXP_CROSS_CAP_EXP_HEA_FOR_EXE,Spending: Capital expenditures in health (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,225,HEADER,EXP_CROSS_GOO_SER_HEA_FOR_EXE,Spending in Goods and services in health (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,226,HEADER,EXP_FUNC_PRI_HEA_EXE,Spending in primary/secondary health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,227,HEADER,EXP_FUNC_TER_HEA_EXE,Spending in tertiary/quaternary health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,228,HEADER,EXP_CROSS_GOO_SER_EMP_CON_HEA_EXE,Spending in Goods and services (employment contracts) in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,229,TAG,EXP_CROSS_GOO_SER_BAS_SER_HEA_EXE,Spending in Goods and services (basic services) in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",econ3,""22011 Utilities and Other Service Charges""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care"",econ3,""22011 Utilities and Other Service Charges""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""22011 Utilities and Other Service Charges""}]"
Executed,230,TAG,EXP_CROSS_SUB_HEA_EXE,Spending in subsidies in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",econ1,""25*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care"",econ1,""25*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25*""}]"
Executed,231,HEADER,EXP_CROSS_REC_MAI_HEA_EXE,Spending in recurrent mainternance in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,233,HEADER,EXP_FUNC_REV_CUS_EXC_EXE,"Recreation, culture and religion (COFOG 708)",Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""19 Minister of Home Affairs and Cultural"",prog1,{""p4*"",""p5*"",""p6*""}+SUM(SUMIFS(executed,Exclude,""<>y"",year,AD$1,admin1,""18 Minister of Youth""",General Government,,,,[]
Executed,235,HEADER,EXP_FUNC_EDU_EXE,Education (COFOG 709),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,236,HEADER,EXP_CROSS_WAG_EDU_EXE,Spending in wages in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,237,HEADER,EXP_CROSS_BAS_WAG_EDU_EXE,Spending in basic wages in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""<>21110 allowances"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,238,HEADER,EXP_CROSS_ALL_EDU_EXE,Spending in allowances in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""21110 allowances"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,239,HEADER,EXP_CROSS_CAP_EXP_EDU_EXE,Spending: Capital expenditures in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""},type,""capital*""",General Government,,,,[]
Executed,240,HEADER,EXP_CROSS_GOO_SER_EDU_EXE,Spending in Goods and services in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""22*"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,241,HEADER,EXP_FUNC_PRI_EDU_EXE,Spending in primary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,{""p3*"",""p4*""}",General Government,,,,[]
Executed,242,HEADER,EXP_CROSS_WAG_PRI_EDU_EXE,Spending in wages in primary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,{""p3*"",""p4*""},type,""Personnel*""",General Government,,,,[]
Executed,243,TAG,EXP_FUNC_SEC_EDU_EXE,Spending in secondary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,""p5*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""16 Minister of Primary and Secondary"",prog2,""p5*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""16 Minister of Primary and Secondary""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""p5*""}]"
Executed,244,TAG,EXP_CROSS_WAG_SEC_EDU_EXE,Spending in wages in secondary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,""p5*"",type,""Personnel*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""16 Minister of Primary and Secondary"",prog2,""p5*"",type,""Personnel*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""16 Minister of Primary and Secondary""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""p5*""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}]"
Executed,245,ROLLUP,EXP_FUNC_PRI_SEC_EDU_EXE,Spending in primary and secondary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,{""p3*"",""p4*"",""p5*""}",General Government,"=SUM(O243,O241)",2018,,[]
Executed,246,ROLLUP,EXP_CROSS_WAG_PRI_SEC_EDU_EXE,Spending in wages in primary and secondary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",prog2,{""p3*"",""p4*"",""p5*"",type,""Personnel*""",General Government,"=SUM(O244,O242)",2018,,[]
Executed,247,HEADER,EXP_FUNC_TER_EDU_EXE,Spending in tertiary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,248,HEADER,EXP_CROSS_WAG_TER_EDU_EXE,Spending in wages in tertiary education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",admin1,{""17 Minister of Higher and Tertiary Education,*""}",General Government,,,,[]
Executed,249,HEADER,EXP_FUNC_EDU_FOR_EXE,Spending in education (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,250,HEADER,EXP_CROSS_CAP_EXP_EDU_FOR_EXE,Spending: Capital expenditures in education (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,251,HEADER,EXP_CROSS_GOO_SER_EDU_FOR_EXE,Spending in Goods and services in education (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,252,HEADER,EXP_CROSS_GOO_SER_EMP_CON_EDU_EXE,Spending in Goods and services (employment contracts) in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,253,HEADER,EXP_CROSS_GOO_SER_BAS_SER_EDU_EXE,Spending in Goods and services (basic services) in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""16 Minister of Primary and Secondary"",""17 Minister of Higher and Tertiary Education,*""},econ3,""22011 Utilities and Other Service Charges""",General Government,,,,[]
Executed,254,TAG,EXP_CROSS_SUB_EDU_EXE,Spending in subsidies in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""15 Minister of Health and Child Care"",econ1,""25*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""15 Minister of Health and Child Care"",econ1,""25*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""15 Minister of Health and Child Care""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25*""}]"
Executed,255,HEADER,EXP_CROSS_REC_MAI_EDU_EXE,Spending in recurrent mainternance in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""16 Minister of Primary and Secondary"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}+SUM(SUMIFS(executed,Exclude,""<>y"",year,AD$1,admin1,""17*"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,257,TAG,EXP_FUNC_SOC_PRO_EXE,Social Protection (COFOG 710),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""27 Social benefits [GFS]""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,econ1,""27 Social benefits [GFS]""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""27 Social benefits [GFS]""}]"
Executed,259,HEADER,EXP_ECON_SBN_TOT_SPE_EXE,Subnational: Total spending,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,260,HEADER,EXP_ECON_SBN_TOT_TRA_EXE,Subnational: Total transfers,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""26 grants"",econ3,{""26313 Current Grants: To Local government"",""26323 Capital Grants: To Local government""}",Central Government,,,,[]
Executed,261,HEADER,EXP_CROSS_SBN_TRA_EDU_EXE,Subnational: transfers in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,262,HEADER,EXP_CROSS_SBN_TRA_HEA_EXE,Subnational: transfers in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,263,HEADER,EXP_CROSS_SBN_TRA_AGR_EXE,Subnational: transfers in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,264,HEADER,EXP_CROSS_SBN_TRA_ROA_EXE,Subnational: transfers in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,265,HEADER,EXP_CROSS_SBN_TRA_ENE_EXE,Subnational: transfers in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,266,HEADER,EXP_CROSS_SBN_TRA_WAT_SAN_EXE,Subnational: transfers in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,267,HEADER,EXP_ECON_SBN_EAR_TRA_EXE,Subnational: Earmarked transfers,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,268,HEADER,EXP_ECON_SBN_DIS_TRA_EXE,Subnational: Discretionary transfers,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Central Government,,,,[]
Executed,269,HEADER,EXP_ECON_SBN_REC_SPE_EXE,Subnational: Recurrent spending,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,270,HEADER,EXP_ECON_SBN_CAP_SPE_EXE,Subnational: Capital spending,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,271,HEADER,EXP_FUNC_SBN_EDU_EXE,Subnational: Spending in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,272,HEADER,EXP_CROSS_SBN_CAP_EDU_EXE,Subnational: Capital Spending in education,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,273,HEADER,EXP_FUNC_SBN_HEA_EXE,Subnational: Spending in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,274,HEADER,EXP_CROSS_SBN_CAP_HEA_EXE,Subnational: Capital Spending in health,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,275,HEADER,EXP_FUNC_SBN_AGR_EXE,Subnational: Spending in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,276,HEADER,EXP_CROSS_SBN_CAP_EXP_ROA_EXE,Subnational: Capital expenditures in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,277,HEADER,EXP_CROSS_SBN_CAP_EXP_ENE_EXE,Subnational: Capital expenditures in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,278,HEADER,EXP_CROSS_SBN_CAP_EXP_WAT_SAN_EXE,Subnational: Capital expenditures in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,279,HEADER,EXP_CROSS_SBN_REC_EXP_ROA_EXE,Subnational: Recurrent expenditures in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,280,HEADER,EXP_CROSS_SBN_REC_EXP_ENE_EXE,Subnational: Recurrent expenditures in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,281,HEADER,EXP_CROSS_SBN_REC_EXP_WAT_SAN_EXE,Subnational: Recurrent expenditures in water and sanitation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,282,HEADER,EXP_CROSS_SBN_CAP_AGR_EXE,Subnational: Capital Spending in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
Executed,283,HEADER,EXP_FUNC_SBN_IRR_EXE,Subnational: Spending in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,Local Government,,,,[]
